Level 1,Level 2,Level 3,Level 4,Case Scenario,Change Step Type,Target level 1,Target level 2,Target level 3,Target level 4
臺中市,南區,南門路,,Add,Division Adjustment 1,,,,
臺中市,南區,南陽街,,Add,Division Adjustment 1,,,,
臺中市,南區,建成路,,Add,Division Adjustment 1,,,,
臺中市,南區,建國北路,,Add,Division Adjustment 1,,,,
臺中市,南區,建國南路,,Add,Division Adjustment 1,,,,
臺中市,南區,柳川西路,,Add,Division Adjustment 1,,,,
臺中市,南區,柳川東路,,Add,Division Adjustment 1,,,,
臺中市,南區,美村南路,,Add,Division Adjustment 1,,,,
臺中市,南區,美村路,,Add,Division Adjustment 1,,,,
臺中市,南區,美和街,,Add,Division Adjustment 1,,,,
臺中市,南區,高工一街,,Add,Division Adjustment 1,,,,
臺中市,南區,高工二街,,Add,Division Adjustment 1,,,,
臺中市,南區,高工南路,,Add,Division Adjustment 1,,,,
臺中市,南區,高工路,,Add,Division Adjustment 1,,,,
臺中市,南區,高院路,,Add,Division Adjustment 1,,,,
臺中市,南區,國光路,,Add,Division Adjustment 1,,,,
臺中市,南區,崇倫北街,,Add,Division Adjustment 1,,,,
臺中市,南區,崇倫街,,Add,Division Adjustment 1,,,,
臺中市,南區,復新街,,Add,Division Adjustment 1,,,,
臺中市,南區,復興北路,,Add,Division Adjustment 1,,,,
臺中市,南區,復興園路,,Add,Division Adjustment 1,,,,
臺中市,南區,復興路,,Add,Division Adjustment 1,,,,
臺中市,南區,愛國街,,Add,Division Adjustment 1,,,,
臺中市,南區,新和街,,Add,Division Adjustment 1,,,,
臺中市,南區,新華街,,Add,Division Adjustment 1,,,,
臺中市,南區,新榮街,,Add,Division Adjustment 1,,,,
臺中市,南區,瑞光街,,Add,Division Adjustment 1,,,,
臺中市,南區,瑞豐街,,Add,Division Adjustment 1,,,,
臺中市,南區,福中街,,Add,Division Adjustment 1,,,,
臺中市,南區,福平街,,Add,Division Adjustment 1,,,,
臺中市,南區,福田一街,,Add,Division Adjustment 1,,,,
臺中市,南區,福田二街,,Add,Division Adjustment 1,,,,
臺中市,南區,福田三街,,Add,Division Adjustment 1,,,,
臺中市,南區,福田五街,,Add,Division Adjustment 1,,,,
臺中市,南區,福田路,,Add,Division Adjustment 1,,,,
臺中市,南區,福和街,,Add,Division Adjustment 1,,,,
臺中市,南區,福東街,,Add,Division Adjustment 1,,,,
臺中市,南區,福南街,,Add,Division Adjustment 1,,,,
臺中市,南區,福陽街,,Add,Division Adjustment 1,,,,
臺中市,南區,福新街,,Add,Division Adjustment 1,,,,
臺中市,南區,福義路,,Add,Division Adjustment 1,,,,
臺中市,南區,福德街,,Add,Division Adjustment 1,,,,
臺中市,南區,德吉街,,Add,Division Adjustment 1,,,,
臺中市,南區,德祥街,,Add,Division Adjustment 1,,,,
臺中市,南區,德富路,,Add,Division Adjustment 1,,,,
臺中市,南區,德鑫街,,Add,Division Adjustment 1,,,,
臺中市,南區,學府路,,Add,Division Adjustment 1,,,,
臺中市,南區,樹義一街,,Add,Division Adjustment 1,,,,
臺中市,南區,樹義二街,,Add,Division Adjustment 1,,,,
臺中市,南區,樹義五街,,Add,Division Adjustment 1,,,,
臺中市,南區,樹義路,,Add,Division Adjustment 1,,,,
臺中市,南區,興大路,,Add,Division Adjustment 1,,,,
臺中市,南區,濟世街,,Add,Division Adjustment 1,,,,
臺中市,南區,懷寧街,,Add,Division Adjustment 1,,,,
臺中市,西區,三民西路,,Add,Division Adjustment 1,,,,
臺中市,西區,三民路,,Add,Division Adjustment 1,,,,
臺中市,西區,大仁街,,Add,Division Adjustment 1,,,,
臺中市,西區,大全街,,Add,Division Adjustment 1,,,,
臺中市,西區,大同街,,Add,Division Adjustment 1,,,,
臺中市,西區,大和路,,Add,Division Adjustment 1,,,,
臺中市,西區,大忠南街,,Add,Division Adjustment 1,,,,
臺中市,西區,大忠街,,Add,Division Adjustment 1,,,,
臺中市,西區,大昌街,,Add,Division Adjustment 1,,,,
臺中市,西區,大明街,,Add,Division Adjustment 1,,,,
臺中市,西區,大華街,,Add,Division Adjustment 1,,,,
臺中市,西區,大進街,,Add,Division Adjustment 1,,,,
臺中市,西區,大隆路,,Add,Division Adjustment 1,,,,
臺中市,西區,大新街,,Add,Division Adjustment 1,,,,
臺中市,西區,大業北路,,Add,Division Adjustment 1,,,,
臺中市,西區,大業路,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩七街,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩十一街,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩十九街,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩十二街,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩十街,,Add,Division Adjustment 1,,,,
臺中市,西區,大墩路,,Add,Division Adjustment 1,,,,
臺中市,西區,中山路,,Add,Division Adjustment 1,,,,
臺中市,西區,中美街,,Add,Division Adjustment 1,,,,
臺中市,西區,中華路,,Add,Division Adjustment 1,,,,
臺中市,西區,中達街,,Add,Division Adjustment 1,,,,
臺中市,西區,中興四巷,,Add,Division Adjustment 1,,,,
臺中市,西區,中興街,,Add,Division Adjustment 1,,,,
臺中市,西區,五廊街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權一街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權七街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權二街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權八街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權三街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權五街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權六街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權四街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西一街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西二街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西三街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西五街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西六街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西四街,,Add,Division Adjustment 1,,,,
臺中市,西區,五權西路,,Add,Division Adjustment 1,,,,
臺中市,西區,五權路,,Add,Division Adjustment 1,,,,
臺中市,西區,仁福街,,Add,Division Adjustment 1,,,,
臺中市,西區,公正路,,Add,Division Adjustment 1,,,,
臺中市,西區,公益北街,,Add,Division Adjustment 1,,,,
臺中市,西區,公益路,,Add,Division Adjustment 1,,,,
臺中市,西區,公舘路,,Add,Division Adjustment 1,,,,
臺中市,西區,太原路,,Add,Division Adjustment 1,,,,
臺中市,西區,文化街,,Add,Division Adjustment 1,,,,
臺中市,西區,日盛街,,Add,Division Adjustment 1,,,,
臺中市,西區,日進街,,Add,Division Adjustment 1,,,,
臺中市,西區,日新街,,Add,Division Adjustment 1,,,,
臺中市,西區,日興街,,Add,Division Adjustment 1,,,,
臺中市,西區,四維街,,Add,Division Adjustment 1,,,,
臺中市,西區,市府路,,Add,Division Adjustment 1,,,,
臺中市,西區,正福街,,Add,Division Adjustment 1,,,,
臺中市,西區,民生北路,,Add,Division Adjustment 1,,,,
臺中市,西區,民生路,,Add,Division Adjustment 1,,,,
臺中市,西區,民族路,,Add,Division Adjustment 1,,,,
臺中市,西區,民興街,,Add,Division Adjustment 1,,,,
臺中市,西區,民權路,,Add,Division Adjustment 1,,,,
臺中市,西區,永安街,,Add,Division Adjustment 1,,,,
臺中市,西區,永成街,,Add,Division Adjustment 1,,,,
臺中市,西區,永達街,,Add,Division Adjustment 1,,,,
臺中市,西區,向上一街,,Add,Division Adjustment 1,,,,
臺中市,西區,向上二街,,Add,Division Adjustment 1,,,,
臺中市,西區,向上北路,,Add,Division Adjustment 1,,,,
臺中市,西區,向上南路,,Add,Division Adjustment 1,,,,
臺中市,西區,向上路,,Add,Division Adjustment 1,,,,
臺中市,西區,存中街,,Add,Division Adjustment 1,,,,
臺中市,西區,成功路,,Add,Division Adjustment 1,,,,
臺中市,西區,自由路,,Add,Division Adjustment 1,,,,
臺中市,西區,自立街,,Add,Division Adjustment 1,,,,
臺中市,西區,自治街,,Add,Division Adjustment 1,,,,
臺中市,西區,西屯路,,Add,Division Adjustment 1,,,,
臺中市,西區,均安街,,Add,Division Adjustment 1,,,,
臺中市,西區,居仁街,,Add,Division Adjustment 1,,,,
臺中市,西區,府後街,,Add,Division Adjustment 1,,,,
臺中市,西區,忠仁街,,Add,Division Adjustment 1,,,,
臺中市,西區,忠明南路,,Add,Division Adjustment 1,,,,
臺中市,西區,忠明路,,Add,Division Adjustment 1,,,,
臺中市,西區,忠信街,,Add,Division Adjustment 1,,,,
臺中市,西區,忠勤街,,Add,Division Adjustment 1,,,,
臺中市,西區,忠義街,,Add,Division Adjustment 1,,,,
臺中市,西區,忠誠街,,Add,Division Adjustment 1,,,,
臺中市,西區,昇平街,,Add,Division Adjustment 1,,,,
臺中市,西區,明智街,,Add,Division Adjustment 1,,,,
臺中市,西區,明義街,,Add,Division Adjustment 1,,,,
臺中市,西區,明禮街,,Add,Division Adjustment 1,,,,
臺中市,西區,東興路,,Add,Division Adjustment 1,,,,
臺中市,西區,林森路,,Add,Division Adjustment 1,,,,
臺中市,西區,法院前街,,Add,Division Adjustment 1,,,,
臺中市,西區,金山路,,Add,Division Adjustment 1,,,,
臺中市,西區,長春街,,Add,Division Adjustment 1,,,,
臺中市,西區,南屯路,,Add,Division Adjustment 1,,,,
臺中市,西區,建國北路,,Add,Division Adjustment 1,,,,
臺中市,西區,建國路,,Add,Division Adjustment 1,,,,
臺中市,西區,後龍街,,Add,Division Adjustment 1,,,,
臺中市,西區,柳川西路,,Add,Division Adjustment 1,,,,
臺中市,西區,柳川東路,,Add,Division Adjustment 1,,,,
臺中市,西區,美村路,,Add,Division Adjustment 1,,,,
臺中市,西區,英士路,,Add,Division Adjustment 1,,,,
臺中市,西區,英才路,,Add,Division Adjustment 1,,,,
臺中市,西區,健行路,,Add,Division Adjustment 1,,,,
臺中市,西區,康樂街,,Add,Division Adjustment 1,,,,
臺中市,西區,梅川西路,,Add,Division Adjustment 1,,,,
臺中市,西區,梅川東路,,Add,Division Adjustment 1,,,,
臺中市,西區,梅亭街,,Add,Division Adjustment 1,,,,
臺中市,西區,博館一街,,Add,Division Adjustment 1,,,,
臺中市,西區,博館二街,,Add,Division Adjustment 1,,,,
臺中市,西區,博館三街,,Add,Division Adjustment 1,,,,
臺中市,西區,博館路,,Add,Division Adjustment 1,,,,
臺中市,西區,朝陽街,,Add,Division Adjustment 1,,,,
臺中市,西區,華美西街,,Add,Division Adjustment 1,,,,
臺中市,西區,華美街,,Add,Division Adjustment 1,,,,
臺中市,西區,貴和街,,Add,Division Adjustment 1,,,,
臺中市,西區,新生街,,Add,Division Adjustment 1,,,,
臺中市,西區,福人街,,Add,Division Adjustment 1,,,,
臺中市,西區,福龍街,,Add,Division Adjustment 1,,,,
臺中市,西區,精忠街,,Add,Division Adjustment 1,,,,
臺中市,西區,精明一街,,Add,Division Adjustment 1,,,,
臺中市,西區,精明二街,,Add,Division Adjustment 1,,,,
臺中市,西區,精美街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠一街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠七街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠九街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十一街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十七街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十九街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十二街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十八街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十三街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十五街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十四街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二十街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠二街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠八街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十一街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十七街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十九街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十二街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十八街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十三街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十五街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十六街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十四街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠十街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠三十一街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠三十街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠三街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠五街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠六街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠四街,,Add,Division Adjustment 1,,,,
臺中市,西區,精誠路,,Add,Division Adjustment 1,,,,
臺中市,西區,綠川西街,,Add,Division Adjustment 1,,,,
臺中市,西區,臺灣大道,,Add,Division Adjustment 1,,,,
臺中市,西區,樂群街,,Add,Division Adjustment 1,,,,
臺中市,西區,模範街,,Add,Division Adjustment 1,,,,
臺中市,西區,篤行路,,Add,Division Adjustment 1,,,,
臺中市,西區,篤信街,,Add,Division Adjustment 1,,,,
臺中市,西區,館前路,,Add,Division Adjustment 1,,,,
臺中市,西區,懷寧街,,Add,Division Adjustment 1,,,,
臺中市,西區,繼光街,,Add,Division Adjustment 1,,,,
臺中市,北區,一中街,,Add,Division Adjustment 1,,,,
臺中市,北區,力行路,,Add,Division Adjustment 1,,,,
臺中市,北區,三民路,,Add,Division Adjustment 1,,,,
臺中市,北區,大仁街,,Add,Division Adjustment 1,,,,
臺中市,北區,大湖街,,Add,Division Adjustment 1,,,,
臺中市,北區,大義街,,Add,Division Adjustment 1,,,,
臺中市,北區,大誠街,,Add,Division Adjustment 1,,,,
臺中市,北區,大德街,,Add,Division Adjustment 1,,,,
臺中市,北區,山西路,,Add,Division Adjustment 1,,,,
臺中市,北區,中山路,,Add,Division Adjustment 1,,,,
臺中市,北區,中央街,,Add,Division Adjustment 1,,,,
臺中市,北區,中正路,,Add,Division Adjustment 1,,,,
臺中市,北區,中清路,,Add,Division Adjustment 1,,,,
臺中市,北區,中華西街,,Add,Division Adjustment 1,,,,
臺中市,北區,中華路,,Add,Division Adjustment 1,,,,
臺中市,北區,中達街,,Add,Division Adjustment 1,,,,
臺中市,北區,五常街,,Add,Division Adjustment 1,,,,
臺中市,北區,五順街,,Add,Division Adjustment 1,,,,
臺中市,北區,五順路,,Add,Division Adjustment 1,,,,
臺中市,北區,五義街,,Add,Division Adjustment 1,,,,
臺中市,北區,五權路,,Add,Division Adjustment 1,,,,
臺中市,北區,公園路,,Add,Division Adjustment 1,,,,
臺中市,北區,天津一街,,Add,Division Adjustment 1,,,,
臺中市,北區,天津路,,Add,Division Adjustment 1,,,,
臺中市,北區,天祥街,,Add,Division Adjustment 1,,,,
臺中市,北區,太平北街,,Add,Division Adjustment 1,,,,
臺中市,北區,太平路,,Add,Division Adjustment 1,,,,
臺中市,北區,太原一街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原七街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原九街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原二街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原八街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原三街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原五街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原六街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原北路,,Add,Division Adjustment 1,,,,
臺中市,北區,太原四街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原南一街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原南二街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原南三街,,Add,Division Adjustment 1,,,,
臺中市,北區,太原路,,Add,Division Adjustment 1,,,,
臺中市,北區,文化街,,Add,Division Adjustment 1,,,,
臺中市,北區,文心路,,Add,Division Adjustment 1,,,,
臺中市,北區,文昌一街,,Add,Division Adjustment 1,,,,
臺中市,北區,文昌東一街,,Add,Division Adjustment 1,,,,
臺中市,北區,文昌東二街,,Add,Division Adjustment 1,,,,
臺中市,北區,文昌東三街,,Add,Division Adjustment 1,,,,
臺中市,北區,文武街,,Add,Division Adjustment 1,,,,
臺中市,北區,文祥街,,Add,Division Adjustment 1,,,,
臺中市,北區,文祥路,,Add,Division Adjustment 1,,,,
臺中市,北區,日盛街,,Add,Division Adjustment 1,,,,
臺中市,北區,日進街,,Add,Division Adjustment 1,,,,
臺中市,北區,日進路,,Add,Division Adjustment 1,,,,
臺中市,北區,日興街,,Add,Division Adjustment 1,,,,
臺中市,北區,水源街,,Add,Division Adjustment 1,,,,
臺中市,北區,北屯路,,Add,Division Adjustment 1,,,,
臺中市,北區,北平一街,,Add,Division Adjustment 1,,,,
臺中市,北區,北平二街,,Add,Division Adjustment 1,,,,
臺中市,北區,北平三街,,Add,Division Adjustment 1,,,,
臺中市,北區,北平四街,,Add,Division Adjustment 1,,,,
臺中市,北區,北平路,,Add,Division Adjustment 1,,,,
臺中市,北區,北興街,,Add,Division Adjustment 1,,,,
臺中市,北區,台中港路,,Add,Division Adjustment 1,,,,
臺中市,北區,民族路,,Add,Division Adjustment 1,,,,
臺中市,北區,民權路,,Add,Division Adjustment 1,,,,
臺中市,北區,永定一街,,Add,Division Adjustment 1,,,,
臺中市,北區,永達街,,Add,Division Adjustment 1,,,,
臺中市,北區,永興街,,Add,Division Adjustment 1,,,,
臺中市,北區,立林街,,Add,Division Adjustment 1,,,,
臺中市,北區,光大街,,Add,Division Adjustment 1,,,,
臺中市,北區,成功路,,Add,Division Adjustment 1,,,,
臺中市,北區,自由路,,Add,Division Adjustment 1,,,,
臺中市,北區,自強一街,,Add,Division Adjustment 1,,,,
臺中市,北區,自強街,,Add,Division Adjustment 1,,,,
臺中市,北區,自强街,,Add,Division Adjustment 1,,,,
臺中市,北區,西屯路,,Add,Division Adjustment 1,,,,
臺中市,北區,育才北路,,Add,Division Adjustment 1,,,,
臺中市,北區,育才南街,,Add,Division Adjustment 1,,,,
臺中市,北區,育才街,,Add,Division Adjustment 1,,,,
臺中市,北區,育強街,,Add,Division Adjustment 1,,,,
臺中市,北區,育祥街,,Add,Division Adjustment 1,,,,
臺中市,北區,育隆路,,Add,Division Adjustment 1,,,,
臺中市,北區,育德路,,Add,Division Adjustment 1,,,,
臺中市,北區,育樂街,,Add,Division Adjustment 1,,,,
臺中市,北區,育興街,,Add,Division Adjustment 1,,,,
臺中市,北區,尙德街,,Add,Division Adjustment 1,,,,
臺中市,北區,尚德街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠太西路,,Add,Division Adjustment 1,,,,
臺中市,北區,忠太東路,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明七街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明二街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明八街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明三街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明五街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明六街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明四街,,Add,Division Adjustment 1,,,,
臺中市,北區,忠明路,,Add,Division Adjustment 1,,,,
臺中市,北區,東光一街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光七街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光二街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光八街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光三街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光五街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光六街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光東街,,Add,Division Adjustment 1,,,,
臺中市,北區,東光路,,Add,Division Adjustment 1,,,,
臺中市,北區,東成一街,,Add,Division Adjustment 1,,,,
臺中市,北區,東成二街,,Add,Division Adjustment 1,,,,
臺中市,北區,東成三街,,Add,Division Adjustment 1,,,,
臺中市,北區,東成路,,Add,Division Adjustment 1,,,,
臺中市,北區,東漢街,,Add,Division Adjustment 1,,,,
臺中市,北區,東興市場,,Add,Division Adjustment 1,,,,
臺中市,北區,東興市場二樓,,Add,Division Adjustment 1,,,,
臺中市,北區,武昌南街,,Add,Division Adjustment 1,,,,
臺中市,北區,武昌路,,Add,Division Adjustment 1,,,,
臺中市,北區,武漢街,,Add,Division Adjustment 1,,,,
臺中市,北區,金龍街,,Add,Division Adjustment 1,,,,
臺中市,北區,青島一街,,Add,Division Adjustment 1,,,,
臺中市,北區,青島西街,,Add,Division Adjustment 1,,,,
臺中市,北區,青島東街,,Add,Division Adjustment 1,,,,
臺中市,北區,青島路,,Add,Division Adjustment 1,,,,
臺中市,北區,南京東路,,Add,Division Adjustment 1,,,,
臺中市,北區,柳川西路,,Add,Division Adjustment 1,,,,
臺中市,北區,柳川東路,,Add,Division Adjustment 1,,,,
臺中市,北區,柳陽西街,,Add,Division Adjustment 1,,,,
臺中市,北區,美德街,,Add,Division Adjustment 1,,,,
臺中市,北區,英士路,,Add,Division Adjustment 1,,,,
臺中市,北區,英才路,,Add,Division Adjustment 1,,,,
臺中市,北區,原子街,,Add,Division Adjustment 1,,,,
臺中市,北區,益華街,,Add,Division Adjustment 1,,,,
臺中市,北區,陜西路,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西一街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西七街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西二街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西八街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西三街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西五街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西六街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西四街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西東一街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西東二街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西東三街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西東五街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西東四街,,Add,Division Adjustment 1,,,,
臺中市,北區,陝西路,,Add,Division Adjustment 1,,,,
臺中市,北區,健行路,,Add,Division Adjustment 1,,,,
臺中市,北區,國泰街,,Add,Division Adjustment 1,,,,
臺中市,北區,國強街,,Add,Division Adjustment 1,,,,
臺中市,北區,國瑞街,,Add,Division Adjustment 1,,,,
臺中市,北區,國�街,,Add,Division Adjustment 1,,,,
臺中市,北區,國豐街,,Add,Division Adjustment 1,,,,
臺中市,北區,崇德路,,Add,Division Adjustment 1,,,,
臺中市,北區,崇興路,,Add,Division Adjustment 1,,,,
臺中市,北區,梅川西路,,Add,Division Adjustment 1,,,,
臺中市,北區,梅川東路,,Add,Division Adjustment 1,,,,
臺中市,北區,梅亭東街,,Add,Division Adjustment 1,,,,
臺中市,北區,梅亭街,,Add,Division Adjustment 1,,,,
臺中市,北區,梅豐街,,Add,Division Adjustment 1,,,,
臺中市,北區,博館一街,,Add,Division Adjustment 1,,,,
臺中市,北區,博館二街,,Add,Division Adjustment 1,,,,
臺中市,北區,博館東街,,Add,Division Adjustment 1,,,,
臺中市,北區,博館路,,Add,Division Adjustment 1,,,,
臺中市,北區,富強街,,Add,Division Adjustment 1,,,,
臺中市,北區,尊賢街,,Add,Division Adjustment 1,,,,
臺中市,北區,尊賢路,,Add,Division Adjustment 1,,,,
臺中市,北區,湖北街,,Add,Division Adjustment 1,,,,
臺中市,北區,湘北街,,Add,Division Adjustment 1,,,,
臺中市,北區,華中街,,Add,Division Adjustment 1,,,,
臺中市,北區,華信街,,Add,Division Adjustment 1,,,,
臺中市,北區,華美街,,Add,Division Adjustment 1,,,,
臺中市,北區,華富街,,Add,Division Adjustment 1,,,,
臺中市,北區,華貴街,,Add,Division Adjustment 1,,,,
臺中市,北區,華興街,,Add,Division Adjustment 1,,,,
臺中市,北區,進化北路,,Add,Division Adjustment 1,,,,
臺中市,北區,進化路,,Add,Division Adjustment 1,,,,
臺中市,北區,進北北路,,Add,Division Adjustment 1,,,,
臺中市,北區,進德北路,,Add,Division Adjustment 1,,,,
臺中市,北區,進興路,,Add,Division Adjustment 1,,,,
臺中市,北區,瑞祥街,,Add,Division Adjustment 1,,,,
臺中市,北區,綏遠路,,Add,Division Adjustment 1,,,,
臺中市,北區,電台街,,Add,Division Adjustment 1,,,,
臺中市,北區,榮華街,,Add,Division Adjustment 1,,,,
臺中市,北區,漢口南一街,,Add,Division Adjustment 1,,,,
臺中市,北區,漢口南二街,,Add,Division Adjustment 1,,,,
臺中市,北區,漢口路,,Add,Division Adjustment 1,,,,
臺中市,北區,漢陽西街,,Add,Division Adjustment 1,,,,
臺中市,北區,漢陽街,,Add,Division Adjustment 1,,,,
臺中市,北區,福壽街,,Add,Division Adjustment 1,,,,
臺中市,北區,福樂街,,Add,Division Adjustment 1,,,,
臺中市,北區,福龍街,,Add,Division Adjustment 1,,,,
臺中市,北區,精武路,,Add,Division Adjustment 1,,,,
臺中市,北區,臺灣大道,,Add,Division Adjustment 1,,,,
臺中市,北區,德化街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛到路,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道一街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道七街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道二街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道八街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道三街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道五街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道六街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道四街,,Add,Division Adjustment 1,,,,
臺中市,北區,衛道路,,Add,Division Adjustment 1,,,,
臺中市,北區,學士路,,Add,Division Adjustment 1,,,,
臺中市,北區,篤行路,,Add,Division Adjustment 1,,,,
臺中市,北區,興進路,,Add,Division Adjustment 1,,,,
臺中市,北區,衞道路,,Add,Division Adjustment 1,,,,
臺中市,北區,賴厝街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦中街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦平北街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦平街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦村車路,,Add,Division Adjustment 1,,,,
臺中市,北區,錦南街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦祥街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦華街,,Add,Division Adjustment 1,,,,
臺中市,北區,錦新街,,Add,Division Adjustment 1,,,,
臺中市,北區,館前路,,Add,Division Adjustment 1,,,,
臺中市,北區,雙十路,,Add,Division Adjustment 1,,,,
臺中市,西屯區,三和一巷,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上仁街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上石路,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上安北街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上安路,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上明一街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上明二街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上明三街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上墩西街,,Add,Division Adjustment 1,,,,
臺中市,西屯區,上墩東街,,Add,Division Adjustment 1,,,,
