Level 1,Level 2,Level 3,Level 4,Case Scenario,Change Step Type,Target level 1,Target level 2,Target level 3,Target level 4
南投縣,南投市,八卦路,,Add,Division Adjustment 1,,,,
南投縣,南投市,八德路,,Add,Division Adjustment 1,,,,
南投縣,南投市,力行一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,力行二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,力行三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,力行五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,力行街,,Add,Division Adjustment 1,,,,
南投縣,南投市,三和一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,三和二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,三和二路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,三和二路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,三和三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,下庄巷,,Add,Division Adjustment 1,,,,
南投縣,南投市,千和路,,Add,Division Adjustment 1,,,,
南投縣,南投市,千秋路,,Add,Division Adjustment 1,,,,
南投縣,南投市,大同南街,,Add,Division Adjustment 1,,,,
南投縣,南投市,大同街,,Add,Division Adjustment 1,,,,
南投縣,南投市,大庄路,,Add,Division Adjustment 1,,,,
南投縣,南投市,大埤街,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北五路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北六路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業北路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業東路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南七路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南九路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南五路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業南六路,,Add,Division Adjustment 1,,,,
南投縣,南投市,工業路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中山一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,中山南街,,Add,Division Adjustment 1,,,,
南投縣,南投市,中山街,,Add,Division Adjustment 1,,,,
南投縣,南投市,中正路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中華路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中學西路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中學街,,Add,Division Adjustment 1,,,,
南投縣,南投市,中學路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中興一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,中興路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,中興路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁心街,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁和路,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁政街,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁智街,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁愛路,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁義南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁義路,,Add,Division Adjustment 1,,,,
南投縣,南投市,仁德路,,Add,Division Adjustment 1,,,,
南投縣,南投市,內興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,公所街,,Add,Division Adjustment 1,,,,
南投縣,南投市,公園南街,,Add,Division Adjustment 1,,,,
南投縣,南投市,公園街,,Add,Division Adjustment 1,,,,
南投縣,南投市,文化南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,文化路,,Add,Division Adjustment 1,,,,
南投縣,南投市,文昌街,,Add,Division Adjustment 1,,,,
南投縣,南投市,文林路,,Add,Division Adjustment 1,,,,
南投縣,南投市,文獻路,,Add,Division Adjustment 1,,,,
南投縣,南投市,王井街,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山一路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山一路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山一路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山一路四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,平山二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,平和街,,Add,Division Adjustment 1,,,,
南投縣,南投市,民生街,,Add,Division Adjustment 1,,,,
南投縣,南投市,民族路,,Add,Division Adjustment 1,,,,
南投縣,南投市,民權街,,Add,Division Adjustment 1,,,,
南投縣,南投市,永鳴路,,Add,Division Adjustment 1,,,,
南投縣,南投市,永興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,永興路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,玉井街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明五路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明四路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光明路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華二路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華二路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華十路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華五路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華六路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華四路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華四路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光華路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路七街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路六街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮北路四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮西路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮西路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮東路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮東路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮東路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮南路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮南路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮南路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光榮南路四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,光興街,,Add,Division Adjustment 1,,,,
南投縣,南投市,吉利路,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路七街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路九街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路八街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路十街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路六街,,Add,Division Adjustment 1,,,,
南投縣,南投市,同源路四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上五路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上六路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向上路,,Add,Division Adjustment 1,,,,
南投縣,南投市,向陽路,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功二路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功三路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功三路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功三路五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功三路四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功東路,,Add,Division Adjustment 1,,,,
南投縣,南投市,成功街,,Add,Division Adjustment 1,,,,
南投縣,南投市,竹林路,,Add,Division Adjustment 1,,,,
南投縣,南投市,竹林路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,竹林路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,竹林路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,自立一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自立二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自立三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強路,,Add,Division Adjustment 1,,,,
南投縣,南投市,自強路三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,育樂一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,育樂路,,Add,Division Adjustment 1,,,,
南投縣,南投市,府西路,,Add,Division Adjustment 1,,,,
南投縣,南投市,府南一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,府南二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,府南路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,府南路二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝七街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝八街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝六街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝四街,,Add,Division Adjustment 1,,,,
南投縣,南投市,忠孝路,,Add,Division Adjustment 1,,,,
南投縣,南投市,明新路,,Add,Division Adjustment 1,,,,
南投縣,南投市,東山路,,Add,Division Adjustment 1,,,,
南投縣,南投市,東山路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,東閔路,,Add,Division Adjustment 1,,,,
南投縣,南投市,芳美路,,Add,Division Adjustment 1,,,,
南投縣,南投市,虎山路,,Add,Division Adjustment 1,,,,
南投縣,南投市,信義街,,Add,Division Adjustment 1,,,,
南投縣,南投市,南崗一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南崗二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南崗三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南鄉路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南陽路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南新路,,Add,Division Adjustment 1,,,,
南投縣,南投市,南營路,,Add,Division Adjustment 1,,,,
南投縣,南投市,建國路,,Add,Division Adjustment 1,,,,
南投縣,南投市,省府一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,省府路,,Add,Division Adjustment 1,,,,
南投縣,南投市,軍功路,,Add,Division Adjustment 1,,,,
南投縣,南投市,振興巷,,Add,Division Adjustment 1,,,,
南投縣,南投市,祖祠東路,,Add,Division Adjustment 1,,,,
南投縣,南投市,祖祠路,,Add,Division Adjustment 1,,,,
南投縣,南投市,復與路,,Add,Division Adjustment 1,,,,
南投縣,南投市,復興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,復興路一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,猴探井街,,Add,Division Adjustment 1,,,,
南投縣,南投市,琯溪街,,Add,Division Adjustment 1,,,,
南投縣,南投市,菓稟路,,Add,Division Adjustment 1,,,,
南投縣,南投市,華陽路,,Add,Division Adjustment 1,,,,
南投縣,南投市,集賢路,,Add,Division Adjustment 1,,,,
南投縣,南投市,順溪北路,,Add,Division Adjustment 1,,,,
南投縣,南投市,順溪南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,新市路,,Add,Division Adjustment 1,,,,
南投縣,南投市,新光路,,Add,Division Adjustment 1,,,,
南投縣,南投市,新興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,嘉和一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,嘉和二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,嘉和北路,,Add,Division Adjustment 1,,,,
南投縣,南投市,彰南路,,Add,Division Adjustment 1,,,,
南投縣,南投市,福崗路,,Add,Division Adjustment 1,,,,
南投縣,南投市,鳳山路,,Add,Division Adjustment 1,,,,
南投縣,南投市,鳳鳴路,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利六街,,Add,Division Adjustment 1,,,,
南投縣,南投市,樂利路,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府一街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府七街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府九街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府二街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府八街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府三街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學府五街,,Add,Division Adjustment 1,,,,
南投縣,南投市,學藝一路,,Add,Division Adjustment 1,,,,
南投縣,南投市,學藝二路,,Add,Division Adjustment 1,,,,
南投縣,南投市,學藝三路,,Add,Division Adjustment 1,,,,
南投縣,南投市,學藝路,,Add,Division Adjustment 1,,,,
南投縣,南投市,興和巷,,Add,Division Adjustment 1,,,,
南投縣,南投市,龍井街,,Add,Division Adjustment 1,,,,
南投縣,南投市,嶺興路,,Add,Division Adjustment 1,,,,
南投縣,南投市,營中路,,Add,Division Adjustment 1,,,,
南投縣,南投市,營北路,,Add,Division Adjustment 1,,,,
南投縣,南投市,營盤路,,Add,Division Adjustment 1,,,,
南投縣,南投市,環山路,,Add,Division Adjustment 1,,,,
南投縣,南投市,藍田街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,七賢一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,七賢二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,九成街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,九成路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,九江街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,九芎路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,八股路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,八德路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,力行路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,三民路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,三勰路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大同一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大同街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大城路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳八街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳五街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳六街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大湳路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,大學路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中山一路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中山三路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中山路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中心路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中台路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中正一路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中正二路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中正三路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中正四路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中正路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中成路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,中華路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,仁愛路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,內埔路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公園路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠五街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠六街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公誠路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,公舘路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,六合北路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,六合路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,六和路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,双吉路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,水泉路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,水源路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,水頭路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,牛尾路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,牛眠,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,牛眠路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北平街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北村路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北辰街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北門二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北門三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北澤街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,北環路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,四維路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,平二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,平三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,平四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,平等街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民生路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民有一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民有二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民有三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民治一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民治二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民治三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民族一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民族二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民族三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民族四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民族路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民富一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民富路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,民權路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,永安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,永興路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,永豐路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,玉生路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,石坑路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光明路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光華街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光遠一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光遠二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光遠三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,光遠四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,合作一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,同春一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,同春二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,同春三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,同聲路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,向善路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,守城路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,安七街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,安八街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,安十街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,安四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,成功路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,自強路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,西安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,西康路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,西寧路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,宏仁路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育英八街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育英街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育溪路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育德一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育德二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育德街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,育樂路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,和二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,和五街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,和六街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,和四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,和平東路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,忠孝一路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,忠孝三路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,忠孝四路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,忠孝路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,忠勤路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,房里路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,明德北路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,明德路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東昇一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東昇二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東峰路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東華路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東榮路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東潤路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東興一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東興二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,東興三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,枇杷路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,武界路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,河南路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,知安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山八街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山五街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山六街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎山路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎耳一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎耳二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎耳三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,虎耳五街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,長春路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青田一街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青田二街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青田三街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青田四街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青田街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,青島街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,信義路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南村路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南昌街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南盛街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南榮路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南興街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,南環路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,宣安路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,建國北路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,建國路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,恒吉一路,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,恒吉巷,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,恒城街,,Add,Division Adjustment 1,,,,
南投縣,埔里鎮,眉原路,,Add,Division Adjustment 1,,,,
